title,companyname,location,salary,summary,description
"Research Fellow (Disaster Risk Reduction)","Nanyang Technological University",Singapore,None,"Experience working with spatial data.
Conceive, design, prototype and implement solutions to collect and analyze complex data on natural hazards and their…","The Disaster Analytics for Society Lab at Asian School of the Environment, Nanyang Technological University (NTU) in Singapore is looking for an exceptional candidate for a postdoctoral position in the field of disaster risk reduction. The lab aims to rapidly deploy and produce valuable, actionable research in pre- and post-disaster contexts in Southeast Asia to inform both risk reduction and recovery efforts. The ideal candidate will combine strong technical expertise with a passion for humanitarian and disaster-related research.
Duties and Responsibilities
Conceive, design, prototype and implement solutions to collect and analyze complex data on natural hazards and their impacts on society
Support in planning, coordinating and execution of field activities for the Disaster Analytics for Society Lab (DASL), leading to the successful execution and coordination of disaster-related fieldwork
Support the development of the spatial analysis lab (hardware, software and capacity-building)
Conduct spatial analysis work in support of various research projects on disaster risk and recovery
Willing to travel frequently, occasionally for extended periods (up to 2-3 weeks)
Requirements
PhD degree in quantitative earth or environmental system sciences, civil / environmental engineering, computer science or related fields
Self-driven, highly motivated, collaborative, with interest to work with other researchers and scientists (team player) to produce high-quality and impactful research
Experience with field research
Experience working with spatial data
Demonstrated ability to publish high-quality research
Interest in the field of natural hazards and reducing their impacts on society
Excellent oral and written communication skills in English
Interested applicants are invited to submit a full CV, work samples and names and contact details of two referees.
Enquiries can be sent to Ms. Sanjana Tadepalli (sanjana.tadepalli@ntu.edu.sg).
We regret only shortlisted candidates will be notified.
Hiring Institution: NTU"
"Senior UX Researcher","Titansoft Pte Ltd","Central Singapore",None,"A good understanding of data and statistics.
You collect, test, analyse and interpret data to improve the product.
You know what users want.","About us
You read minds. You know what users want. You are able to sell your ideas to Product Owners that is well supported by data and research.
You are more than just a mind reader looking into crystal balls. Armed with the tools of your trade - Google Analytics, usability and A/B testing tools, you gather insights from hard facts to back up your talk.
You are not just any other UX Researcher. You collect, test, analyse and interpret data to improve the product. You are continuously learning, constantly improving and if that resonates with you, you are then the senior UX Researcher we want in Titansoft.

Job Description
What a Senior UX Researcher does in Titansoft
Understand and incorporate complex technical and business requirements into research protocol
Lead independent research to uncover usability issues and take charge of measuring and monitoring UX metrics of products
Co-work with Product Owners, Software developers, Data Scientists and the UX team to identify opportunities and bring about product growth
Strategize and plan for product growth by using a combination of qualitative and quantitative research to inform decisions and validate assumptions
Use storytelling as a way to effectively communicate research findings and insights to diverse stakeholders
Be a contributing member of the team by actively mentoring and coaching team members

Job Requirements
What we are looking for in a Senior UX Researcher
Qualification
Degree in Computer Science, Communications and Design, Psychology, Information Science and related, or equivalent practical experience
Experience
3-5 years of relevant work experience in a UX role
Experience in integrating user research into product design and design practices in an agile environment
Experience in leading research projects from start to end
Skills
Strong interpersonal communication skills to be able to co-work with different teams and provide insights to stakeholders
Ability to process information in a logical and rational manner
Ability to determine and recommend suitable research methodology for each user research project such as but not limited to User interviews, usability testing, A/B testing, surveys, card sort.
Well-versed with Google Analytics (GA), Google Tag Manager and A/B testing tools (VWO/ Inspectlet)
A good understanding of data and statistics
What makes a (super!) Senior UX Researcher in Titansoft
Hands-on experience in recruitment, scheduling and logistics planning for qualitative research

Job Reference: TITANSOFT00081"
"#SGUnitedJobs Scientist (Marine and Offshore Hydrodynamics),...","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPO...",Singapore,"$4,500 - $9,000 a month","Perform research in the following areas:
Offshore hydrodynamics and wave modelling.
Loads, motions and response analysis of Marine & Offshore platforms and…","Roles & Responsibilities
Perform research in the following areas:
Offshore hydrodynamics and wave modelling
Loads, motions and response analysis of Marine & Offshore platforms and floating structures
Fluid-structure interactions
Conduct extensive and high-quality research using combinations of:
Physical experiments & field measurement,
Numerical simulation using potential flow and/or CFD models,
Instrumentations and data acquisitions
Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to contribute to grant proposals for research funding consistent with the strategic goals of TCOMS
Any other duties as assigned by supervisor
Job Requirements
Qualification & Field of Study
PhD from reputable universities in Civil Engineering, Mechanical Engineering, Ocean Engineering, Marine Engineering, Offshore Engineering, Physical Oceanography, Applied Mathematics or other related disciplines
Work Experience
Preferably over 3 years of relevant postdoctoral/research/industry experience with competent knowledge in some of the following areas:
Offshore engineering, marine engineering, hydrodynamics, naval architecture and ocean engineering
CFD and/or potential flow-based models to model and simulate ocean wave hydrodynamics, such as nonlinear wave-wave interactions and wave breaking, and/or fluid-structure interaction problems such as dynamic response of Marine & Offshore platforms and floating systems under environmental loads
Physical modelling, simulations and instrumentations in wave flume, wave tank, towing tank and/or ocean basin
Prior knowledge in the following numerical methods/software/programming languages:
Time-domain potential flow methods such as Higher Order Spectral Method, Boundary Element Method or equivalent; and/or
Frequency-domain potential flow software such as HydroStar, WAMIT, HydroD or equivalent; and/or
Time-domain linear potential flow software such as Orcaflex, Ariane, or equivalent; and/or
CFD software such as OpenFOAM, StarCCM+ or equivalent; and/or
Programming codes such as FORTRAN, Python, MATLAB, C++ or equivalent
Other Requirements
Good interpersonal and communications skills
Ability to adapt and work effectively as members of a team
Good command of written and spoken English language
Resourceful and self-driven with a high degree of professional integrity [CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]

[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]"
"AVP Sales – Consumer Goods",Antuit,"East Coast",None,"Serve as a trusted advisor to antuit.ai’s clients to use analytics and available data to more effectively run their business.","Antuit.ai is the leader in AI-powered SaaS solutions for Merchandising and Planning. We have the industry’s first solution portfolio – powered by Artificial Intelligence and Machine Learning – that can help you digitally transform your Forecasting, Assortment, Pricing, and Personalization solutions. World-class retailers and consumer goods manufacturers leverage antuit.ai solutions, at scale, to drive outsized business results globally with higher sales, margin and sell-through.
Antuit.ai’s executives, comprised of industry leaders from McKinsey, Accenture, IBM, and SAS, and our team of Ph.Ds., data scientists, technologists, and domain experts, are passionate about delivering real value to our clients. Antuit.ai is funded by Goldman Sachs and Zodius Capital.
The Role:
The AVP Sales position will be focused on driving sales in the US within net-new / targeted accounts, as well as select existing relationships for the Consumer Goods vertical. The ability to identify client needs and match antuit.ai’s solutions is paramount to success. Note that this is an individual contributor, hunter role and carries a target.
Responsibilities:
Responsibilities includes, but are not limited to the following:
Personally manage sales to include origination, qualification, solutioning, closure and, ultimately, relationship management
Work with solutions and delivery teams to develop compelling value propositions
Leverage personal senior level relationships and generate new relationships within the consumer goods vertical to generate new logo sales
Develop account strategies that respond to client pain points and identify cross-selling opportunities
Serve as a trusted advisor to antuit.ai’s clients to use analytics and available data to more effectively run their business
Represent antuit.ai at relevant conferences, tradeshows, and industry forums
Qualifications and Skills:
The ideal candidate must be a proven business development executive in forecasting and supply chain analytics selling SaaS into the consumer goods sector. The individual must have a certifiable track record of having closed meaningful new and existing engagements and meeting/exceeding revenue targets. He/she must have built relationships with buyers at the C-level or operating level, helping to shape business unit strategy, offering development, and other commercial endeavors. The ideal candidate will be experienced selling complex multi-year SaaS that help clients run their businesses more effectively, with strong experience in the analytics / machine learning/ AI market. While the focus of the role is growth and new business, the company seeks a well-rounded professional with general management skills and an ability to problem solve, provide thought leadership and influence delivery.
The ideal candidate will possess the following career experiences and attributes:
5+ years of sales experience in the field of management consulting and/or advanced analytic in product or services firms targeting the consumer goods vertical with a verifiable track record of meeting or exceeding revenue targets
Keen understanding of the analytics marketplace and how leading consumer goods companies can optimize forecasting accuracy to deliver tangible, sustainable business value in the digital world
Strong domain expertise in supply chain
Experience working with the “Challenger Sales” model a plus
Ability to be seen as a trusted advisor by prospective clients
Experience working in a fast growing, sponsored business
History of collaborating closely and effectively with delivery, operations, and solutions teams in business development, relationship management, and competency building scenarios (vision).
Able to work with colleagues located in the US and India
Executive presence; strong communication and presentation skills with a passion to achieve results
Knowledge of working with CRM software and able to provide accurate sales forecasts.
Viewed by peers and clients as insightful, creative, articulate, persuasive, and organized
Strong work ethic and demonstrated leadership qualities
Information Security Responsibilities
Understand and adhere to Information Security policies, guidelines and procedure, practice them for protection of organizational data and Information System.
Take part in Information Security training and act accordingly while handling information.
Report all suspected security and policy breach to Infosec team or appropriate authority (CISO).
EEOC
Antuit.ai is an at-will, equal opportunity employer. We consider applicants for all positions without regard to race, color, religion, national origin or ancestry, gender identity, sex, age, marital status, disability, veteran status, or any other legally protected status under local, state, or federal law.
To apply, please send your resume or CV to careers@antuit.ai."
"R&D Technician",Glanbia,Singapore,None,"Able to operate various equipment to conduct testing for products, collecting and analyzing data, generating reports and timely update of results into data base…","Date: May 3, 2020
Location: Singapore, SG
Company: Glanbia
Support lab and pilot plant to maintain efficient operations
Proficient in operating and able to trouble shoot for application lab and pilot plant equipment
Active involvement in customer visits, pilot plant trials, training sessions.
Work with internal partners to prepare, conduct and follow ups for product development and produce prototypes including nutritional bars, snacks, beverages, fresh dairy, confectionary, powder drinks, and sports nutrition products.
Work with scientists to prepare and scale up formulas at pilot plant and production scale
Able to execute formulas into high quality prototypes independently
Able to operate various equipment to conduct testing for products, collecting and analyzing data, generating reports and timely update of results into data base
Request testing from internal and external labs
Managing incoming, outgoing raw materials, consumables and packaging for trials
Responsible for lab safety program, safety training and successful execution
Ensure good manufacturing practices and record keeping practices
Maintain good housekeeping, lab tidiness, product flow and rotation
Order and keep stock of lab consumables
Coordinate shipping needs for ingredients, consumables, equipment and sampling"
"Senior Frontend Engineer (m/f/d)","Oldendorff Carriers","Central Business District",None,"Oldendorff Carriers is seeking an enthusiastic and motivated individual to join the data applications team.
Experience with geospatial positioning, Mapbox, Web…","Summary:
Oldendorff Carriers is seeking an enthusiastic and motivated individual to join the data applications team. This team focusses on delivering value from Oldendorff’s data sources and creating tools to relay this information back to the organisation for decisions makers to utilise in a personalised and self-service manner.
For this team to be successful the interaction with the end user is critical and as such, we are looking for a self-starting frontend engineer, to join us in creating our new data applications platform. As a greenfield project, there is an element of fast and experimental development, but the team has been provided with the time and resources to build a high-quality, engaging product.
This is an exciting opportunity for an experienced senior front-end engineer, to expand their knowledge and push the boundaries of user interface development.
Tasks:
Building the core UI components in React.
Working with designers to create a unified platform style.
Collaborating and communicating with business stakeholders to understand user workflows and build streamlined processes for them to increase their efficiency.
Creating an elegant interface for non-react componentry to share and manipulate data in the front end
Implementing and evangelizing your best practices for code, testing, and workflow.
Working with back end engineers and data scientists to accomplish team goals, and drive innovation in the company.
Requirements:
6+ years or expert level JavaScript and CSS knowledge
3+ years of experience with React development
Comfortable with leading application architecture for large sized platforms.
Previously encountered performance investigation and enhancement in JavaScript.
Prior active exposure to JavaScript animation and interactive applications.
Successfully created and implemented outside-the-box solutions to uncommon problems.
Experience with geospatial positioning, Mapbox, Web GL, D3, or data science would be a bonus.
Profile:
A confident engineer who will build strong relationships across teams
Genuine passion for technology and its practical application, with a desire to share knowledge and help others
Commitment to a hard-working ethical and professional culture within a growing company
Broad IT knowledge combined with confidence in problem solving, keen to learn new technical information, with the initiative to find innovative technical solutions
Disciplined and independent personal management skills - can work to deadlines while working under pressure and successfully prioritise with a minimum of supervision.
Able to demonstrate professional integrity and trust, and a responsible attitude to security and confidentiality
You are the ideal candidate, if you have reached the boundary of what can be accomplished with simple CRUD business applications, and are looking to take the next step in building a highly interactive applicatio
Job Types: Full-time, Permanent"
"Senior Big Data Developer","Ensign InfoSecurity",Singapore,None,"Strong awareness of data security, data governance and performance, with an ability to deliver these key non-functional requirements.","Ensign is hiring !
Familiarize with Ensign’s business domain and objectives to develop and deploy big data analytics applications that meet internal business requirements and the needs of partners and customers
Understand analytics models and work with data scientists to deploy high-performance analytics solutions
Embrace the challenge of dealing with terabytes to petabytes of data on a daily basis
Involve in the design and development of big data solutions with Hadoop based technologies such as Hive, Kafka and Spark
Responsible for implementing and maintaining complex big data projects with a focus on collecting, parsing, managing, and analysing large sets of data to turn information into insights using multiple platforms
Manage and administer cyber security analytics platform
Monitor and respond to production issues
Requirements
BS/MS in computer science from a reputable university
Minimum 2+ years of experience working on big data analytics development (e.g. Hadoop, Apache Spark, MPP DBs)
Good knowledge of Hadoop ecosystem (HDFS, Impala, Kafka, Spark, NiFi, Elasticsearch, etc…), associated tools and cloud-based technologies (e.g. EMR, Redshift, S3, etc…).
Experience in programming (Python, Scala, Java) for data processing and analytics
Understanding of modern software engineering tools such as Git, Bitbucket, Jenkins, Maven, etc…
Highly proficient at reading, profiling, parsing, transforming, cleansing and integrating data from various sources (structured, semi-structured and unstructured)
Strong awareness of data security, data governance and performance, with an ability to deliver these key non-functional requirements
Excellent technical skills"
"Campaign Strategist","ALEPH PTE. LTD.",Singapore,"$5,000 - $7,500 a month","Not a data scientist, but able to delve into data to find insights and confidently and clearly present to clients.
5+ years of data marketing experience.","Roles & Responsibilities
Campaign Strategist (Marketing Automation)
At Aleph, our Marketing Automation and Strategy team creates integrated, multi-channel campaigns and experiences using data, behavioural insights and technology, to identify high value audiences that our clients can target and engage with.
We are looking for a Campaign Strategist with a strong communications strategy background. You are a proactive leader who loves learning, experimenting and exploring the possibilities of data-driven customer experiences. You have experience across a range of data marketing disciplines, including marketing automation/CRM customer journey planning, A/B testing/optimisation, and analytics and reporting.
Based in Singapore, you will work in an ideas first culture, surrounded by some of the brightest minds in their fields. You will have the opportunity to learn and grow within a creative and technically advanced team, and have access to ongoing personal and professional development.
ROLE REQUIREMENTS
Develop data-driven customer communication strategies, including lifecycle campaigns to drive business performance.
Identify opportunities to reach customers through emerging channels and work with the Engineering team to prototype and implement.
Develop robust measurement frameworks and methodologies for clients to understand their ROI in marketing technologies.
Run strategic A/B testing programmes using leading testing platforms such as Adobe Target.
Advocate for data marketing within Aleph and to our client base, to further raise our profile within this area.
Mentor other team members and evolve our service offering.
QUALITIES AND CHARACTERISTICS
5+ years of data marketing experience.
Communications experience essential: this role requires a customer- and data-focused mindset.
Experience of CRM/lifecycle planning, including segment identification, trigger definition, journey planning and testing.
Experience in digital analytics: Google Analytics and/or Adobe Analytics preferred. Not a data scientist, but able to delve into data to find insights and confidently and clearly present to clients.
Experience of A/B testing: create test frameworks, plan tests and be hands-on with the tool itself.
Experience with Marketing Automation a must, Adobe Campaign Preferred.
Excellent stakeholder management across multiple clients and workstreams.
Strong communicator: able to explain complex topics in a way that non-data-savvy people will understand.
Experimental and proactive mindset: willing to push boundaries and secure quick wins to ensure buy-in for innovative work.[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]"
"Director, Product Management, Data and Advanced Analytics","Perx Technologies Pte. Ltd.",Singapore,None,"Hands-on analysing data and methodology with Data Scientist and Data Engineer and determine the appropriate next course of design directions.","About Perx:
Perx Technologies provides a fully integrated solution that combines a next-generation SaaS loyalty management system and omni-channel marketing technologies to deliver revenue-driving digital customer experiences.
The Perx Loyalty and Customer Engagement platform allows enterprises of all sizes to drive meaningful digital customer experiences targeted at millions of customers. The A.I. enabled platform is trusted by the likes of UOB, HSBC, Central Group, Commonwealth Bank, Prudential, Digi, Starhub and among others to drive top-line revenue growth.
We are a company that understands that product innovation comes from people innovation and that is why we invest in high potentials and cultivating leaders throughout the organization. If you are passionate about creating and contributing to a top-notch culture and talent pool, join us!
Quick Snapshot:
We are looking for a data-savvy product manager who can story-tell with data and drive top line revenue for our customers through advanced analytics. You will need to have the vision to craft meaningful metrics into insights and identify trends for our customer data platform. We are rapidly growing in a dynamic and high energy environment and are looking for a self-driven, results-oriented leader who can take ownership of product management responsibilities; driving and contributing to the product road map. You must be an innovative team player who is able to manage a fast-paced workload dealing with a demanding and ever-changing marketplace.
What’s the role?
Understands that building products with data requires a data strategy and the technological infrastructure involved in building products at a technical level.
Hands-on analysing data and methodology with Data Scientist and Data Engineer and determine the appropriate next course of design directions
Identify business opportunities and deliver the overall data product solution by collaborating with cross-functional stakeholders
Define product roadmaps and owns the day-to-day execution of product management and product marketing tasks.
Synthesizes input from clients, Sales, market research, industry trends, revenue numbers, etc. to build and prioritize requirements.
Methodically negotiates product vision with tactical execution, ensuring the voice of the customer is prioritized.
Articulates business and product requirements for new products and enhancements.
Partners closely with Engineering to manage the product development life cycle, ensuring that specified functionality is correctly prioritized, released on time, to specification, and with high quality.
Works with Marketing to create presentations, marketing collateral, and other supporting materials to facilitate communication across all teams.
Acts as a key product expert, evangelist, and advocate for products and initiatives.
Supports Sales with client engagements, assisting with pricing, SOW development, and satisfying client requirements.
Assists with product bug identification, troubleshooting, and triage.
Incorporates customer and business partner feedback into future product requirements, balancing requirements across the varying needs of internal business units and client business models
Who are we looking for?
BA / BS in related field, preferably business or computer science related; MBA preferred.
5+ years of relevant experience in product management and/or product marketing with a proven track record of delivering SaaS technology platforms preferably focused on marketing and/or data analytics objectives.
Proficient in writing Advanced SQLs
Proven success in conceptualising and executing reporting solutions and/or data visualiser
Extensive experience writing business and product requirements for software, technology, data, and Internet products.
Experience with marketing technology platforms, SaaS, and/or loyalty marketing products and services.
Excellent communication skills, both written and verbal, with the ability to interact with cross-functional teams at all levels.
Experience, comfort, and aptitude interacting with senior management both internally and with clients and partners.
Must be self-motivated, resourceful, diligent, and adaptive.
Innovative thinker with aptitude in capitalizing upon market disruption to build forward-looking products and platforms to clients and partners.
Superior analytical and quantitative skills with a strong understanding of data-driven decisions and exhibited experience working with Data Science and statistical analysts.
Ability to monitor and succinctly report on key performance indicators, and deep expertise working with marketing metrics and measurement methodology.
Comfortable working with technical and Internet-related products, data, and inputs.
Strong organizational and project management skills.
A natural leader with experience managing constituents from various business units, selling ideas, speaking in public settings, and deep expertise in marketing or advertising technology.
Travel Requirements:
Available for periodic travel
What’s on offer?
Collaborative environment and the opportunity to work with one of Asia’s leading players in the Martech and Fintech space.
Opportunity to work with > 1Bn B2C global conglomerates in the banking, large retail, insurance and telecom sectors.
Work with a globally hand-picked talent of 70 employees who power some of the largest brands in the region who leverage the SaaS platform to engage with 50Mn+ consumers each day.
Great career development opportunities across marketing, pre-sales, customer engagement, and engineering teams offered with cross developmental training."
"BI Consultant","HEXAMATICS SINGAPORE PTE. LTD.",Singapore,"$6,000 - $10,000 a month","Dimensional modeling) and data mining.
Background in data and business analysis.
Background in data warehouse design (e.g.","Roles & Responsibilities
Responsibilities:
Manage end to end delivery of Business intelligence projects; Design/review the application data-model and customizations using scripting and dashboard visualizations
Define, Socialize, & Drive BI governance and standard methodologies to support and guide the growing BI community
Undertaking the necessary requirement analysis; be able to analyze new tech stack and benchmark, analyze system bottlenecks and propose solutions; be able to clearly articulate pros & cons of various technologies & platforms; be able to document use cases, solutions, and recommendations;
Background in data and business analysis. To be a self-starter and to able to work analytically in a problem-solving environment;
To be the link between the needs of the organization and the data engineers/ scientists/analysts and the BI developers
Review application security, evaluate risks, scan and fix vulnerabilities on production systems
Fine-tune dashboards for high performance and higher volume throughput
Maintain technical proficiency with Analytics best practices; specifically visualization, dashboards, business metrics, KPIs, reports, queries, search, and predictive analytics
Requirements:
Strong hands-on experience in Qlikview and Tableau – scripting and report development
Extensive knowledge about Qlikview/Tableau Architecture
Strong knowledge in SQL (Oracle, Sybase)
Background in data warehouse design (e.g. dimensional modeling) and data mining
Knowledge of development of Qlik/Tableau dashboards integrating data from Hadoop ecosystem will be advantageous
Familiar with installation, configuration, and tuning of server parameters
Knowledge of performance tuning measures and caching on Qlik/Tableau
Knowledge of any other BI tool/ETL tool will be advantageous
Project management skills- Ability to drive projects end-to-end
Experience building intuitive and actionable dashboards and data visualizations that drive business decisions [CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]

[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]"
"Head of DSL Strategy, Corporate & Programme Office","Info-communications Media Development Authority",Singapore,None,"Strong knowledge in policies & process compliance, business & technical project & product management and evaluation, business intelligence, data analysis and…","Digital Services Lab (DSL) is structured as a programme office within IMDA. DSL’s objective is to leverage forefront technologies to transform the economic sectors with particular focus on the TMT (Technology, Telecom, Media) sectors. DSL comprises of teams of AI Scientists, Cloud & Software Engineers, and Solution & Business Architects supported by DSL Strategy, Corporate & Programme Office.

Responsibilities
Lead DSL Strategy, Corporate & Planning functions & Programme Office with solid foundational foresights, insights, structure, process, methods and tools to support sustainable & optimal programme & project delivery for the various stakeholders
To strategise the sustainable growth of DSL through strategic application of technology, partnership with industry and research institutes/universities, cost efficient operational workflow and processes and, inspirational and passionate teams that will create needle-moving industry transformation.
Support Technical Delivery and Solution Delivery teams and Programme Office for successful delivery within agreed timeline, scope and resources with economic value capture & outcomes.
Propose and implement with strategic proposals to key stakeholders across WOG and maintaining the relationships and influence with these key stakeholders.
Plan and deliver continuous improvement of the Programme Office development & corporate functions, supporting technical & solution operations and aligning with the programme and project delivery outcomes
Engagement and collaboration with various IMDA divisions - corporate divisions, business & industry development, policy, research, development and operations to optimise resources and expedite processes for DSL programme & project delivery
Data & Business Analytics, assessments, monitoring of corporate processes for project & programme implementations and delivery
Knowledge capture of corporate processes to ensure optimal project & programme delivery
Support corporate planning of learning & development for capability development of in-house teams, industry talents and internships
Remediation of incident, escalation management, out-of-scope delivery and non-compliant of process and policies.
Strategic Corporate Planning & DSL Programme Office requires sound knowledge and experience in areas that can include Planning/Strategy; WOG Strategic Plans in R&D, S&T (Science & Technology), RIE-, FEC-driven strategies, Multi-agencies Facilities-Lab Space Innovation, Collaboration & Management, Grant Administration/Budget & Finance; Procurement, Project Management; HR/Learning & Development; Communications, Marketing & Events; Business Development & Partners Development Ecosystem.
Requirements
Background in computer science, engineering, information systems or business
10 - 15 years of working experience in ICT areas or technology consulting company
Strong knowledge in policies & process compliance, business & technical project & product management and evaluation, business intelligence, data analysis and visualisation of data.
Sound technical knowledge with business domain expertise (preferably in services sectors such as technologies, telecom, media and others such as logistics, built environment, SMEs, etc.)
Strong experience in project and vendor management and evaluation
Excellent interpersonal skills, including ability to work collaboratively and engage with diverse group of stakeholders
Team player with the ability to work in a cross functional team
Strong verbal and written communication skills
Good understanding of the technical product development tools and methodologies – agile development, scrum teams, backlog and sprint management
Hands-on experience with one or more analytics tools and good understanding & knowledge in Data Science, AI/Deep-Machine Learning, Cloud-native development
Able to communicate technical concepts effectively to non-technical and high-level key stakeholder audience
Able to relate technical concepts to business/economic impact
Good understanding of emerging technology themes
Position will commensurate with experience.
Only short-listed candidates will be notified."
"Fullstack Engineer","THE BANK OF NEW YORK MELLON",Singapore,"$10,000 - $15,000 a month","Experience in developing batch and real-time data pipelines with data processing frameworks like Scio, Storm, Spark or equivalent.",None
"Senior Front-End Engineer","BCG Digital Ventures",Singapore,None,"From product and test engineers to full stack engineers and data scientists, our venture builders all share a passion for innovative and emerging digital…",None
"Data Tech Lead","Robert Walters",Singapore,None,"In this role, you will join a team that builds cutting-edge Data Systems, providing productivity tools and implementation methodologies to solve EB-level data…",None
"Staff Sensor Characterization Engineer",KLA-Tencor,Singapore,None,"Experience in digital image processing techniques and statistical data analysis.
Analyze the digital image data from characterization system to generate the…",None
"Lab Technician",Illumina,Woodlands,None,"Coordinate process validation execution, data collection and summaries.
Basic Function and Scope of the Position:
Document and analyze process test results.",None
"Research Fellow","SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN",Singapore,"$4,900 - $6,500 a month","Experience processing and cleaning data.
This project has support to capture data from government agencies and for potential wider implementation based on…",None
"Manager/Cloud Native Software Engineer (1+1 year contract)","Info-communications Media Development Authority",Singapore,None,"The candidate will work with the solution architects and data scientists to develop software solutions for a wide variety of industries.",None
"Quality Assurance Engineer","SMARTKARMA INNOVATIONS PTE. LTD.",Changi,"$5,000 - $7,000 a month","We combine intelligence from the world’s premier analysts, academics, data scientists and industry experts in one collaborative network to help investors…",None
"Principal Research Scientist (Power System Engineering/Elect...","Nanyang Technological University",Singapore,None,"Energy Research Institute @ NTU invites applications for the position of Principal Research Scientist.
Experience in power system generation, transmission and…",None
"Electrical Engineering Manager",Exponent,Singapore,None,"Experience in development of experimental design, construction of experimental apparatus, instrumentation, data acquisition, and data analysis.","Exponent is a leading engineering and scientific consulting firm that brings together more than 90 different disciplines to solve the most pressing and complicated challenges facing stakeholders today. Our vision is to engage the brightest scientists and engineers to empower clients with solutions for a safe, healthy, sustainable and technologically complex world. We leverage over 50 years of experience in analyzing accidents and failures to advise clients as they innovate their technologically complex products and processes, ensure the safety and health of their users, and address the challenges of sustainability.
We employ experts from top programs at over 500 universities and from a variety of industries. We are expanding and are excited about your interest in joining our team!
Key statistics:
1100+ Team members
900+ Consultants
550+ Ph.D.’s
30+ Offices globally
We are currently seeking an Electrical Engineering Manager for our Electrical Engineering & Computer Science Practice in our Singapore office. In this role, you will responsible for participating in the investigation and analysis of failures involving industrial processes, combustion systems, fluid systems, consumer products, appliances and vehicles, including the investigation of fires and explosions . You will assist our clients in addressing strategic business and litigation decisions that have technically complicated aspects as well as provide management and technical consulting services to the Southeast Asia market.
Your responsibilities will include:
Performing outstanding technical work for clients
Effectively managing client expectations
Effectively managing multidisciplinary and international project teams
Continued activity within the field of expertise as demonstrated through continued publications and presentations at technical conferences
Generating and capturing project opportunities and revenue through active marketing and attendance at local and international conferences
Near-term career development and growth will include responsibility for developing client relationships, leading efforts to generate project opportunities and revenue through active marketing and attendance at local and international conferences, and leading recruiting efforts to hire and mentor technical staff
You will have the following background and qualifications
Ph.D. degree in Electrical, Electronic or Computer Engineering, or sciences such as Physics or Computer Science
Experience in development of experimental design, construction of experimental apparatus, instrumentation, data acquisition, and data analysis
Strong written and verbal communication skills for both technical and non-technical audiences
Highly self-motivated as demonstrated through presentations at technical conferences, publications in peer-reviewed journals, professional certifications, and extra-curricular activities
Intellectual curiosity with a passion to explore a vast array of problems and applications both within and outside the area of specialization
Strong deductive reasoning skills
Demonstrated leadership skills and proven ability to work in a multidisciplinary, collaborative environment
Consulting or independent client management experience
Chartered Engineer or Incorporated Engineer
Previous experience supporting litigation or insurance related disputes
Previous industry experience, including co-op, work-study or internship preferred
Previous experience with product/systems reliability and failure analysis
Ability to speak Chinese (Mandarin) or have significant experience doing business in China
We value and encourage diversity and inclusivity across all facets of our firm. Having a team built of people with different backgrounds, skills and perspectives allows us to provide better value to our clients and enjoy an enriched work environment.
Our firm is committed to offering a variety of programs and resources to support health and well-being. We believe that providing competitive benefits as well as compensation and recognition programs empowers our staff to do work that makes a difference.
Exponent is a proud equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, veteran status, disability, sexual orientation, gender identity, or any other protected status.
If you need assistance or accommodation due to a disability, you may call us at +1 (650) 688-6968 or email hr@exponent.com.
Back Share
Apply Now"
